$0;1704998670981174217;1.15-SNAPSHOT;KIEKER;39606aec9fd7;1;false;0;NANOSECONDS;0
$1;1704998683995910287;public java.util.List tools.descartes.teastore.recommender.algorithm.RecommenderSelector.recommendProducts(java.lang.Long, java.util.List);<no-session-id>;154670499702505497;1704998683990577176;1704998683995884378;39606aec9fd7;26;3
$1;1704998683995967856;public jakarta.ws.rs.core.Response tools.descartes.teastore.recommender.rest.RecommendEndpoint.recommend(java.util.List, java.lang.Long);<no-session-id>;154670499702505497;1704998683990563790;1704998683995961314;39606aec9fd7;25;2
$1;1704998683996839185;protected java.util.List tools.descartes.teastore.recommender.algorithm.impl.cf.SlopeOneRecommender.execute(java.lang.Long, java.util.List);<no-session-id>;154670499702505496;1704998683990591776;1704998683996823855;39606aec9fd7;27;4
$1;1704998683996856127;public java.util.List tools.descartes.teastore.recommender.algorithm.RecommenderSelector.recommendProducts(java.lang.Long, java.util.List);<no-session-id>;154670499702505496;1704998683990578010;1704998683996848572;39606aec9fd7;26;3
$1;1704998683996903587;public jakarta.ws.rs.core.Response tools.descartes.teastore.recommender.rest.RecommendEndpoint.recommend(java.util.List, java.lang.Long);<no-session-id>;154670499702505496;1704998683990563833;1704998683996896053;39606aec9fd7;25;2
$1;1704998684559796006;protected java.util.List tools.descartes.teastore.recommender.algorithm.impl.cf.SlopeOneRecommender.execute(java.lang.Long, java.util.List);<no-session-id>;154670499702505512;1704998684559650029;1704998684559761931;39606aec9fd7;28;4
$1;1704998684560251732;protected java.util.List tools.descartes.teastore.recommender.algorithm.impl.pop.PopularityBasedRecommender.execute(java.lang.Long, java.util.List);<no-session-id>;154670499702505512;1704998684559935802;1704998684560221444;39606aec9fd7;29;4
$1;1704998684560278272;public java.util.List tools.descartes.teastore.recommender.algorithm.RecommenderSelector.recommendProducts(java.lang.Long, java.util.List);<no-session-id>;154670499702505512;1704998684559629540;1704998684560267111;39606aec9fd7;27;3
$1;1704998684560339789;public jakarta.ws.rs.core.Response tools.descartes.teastore.recommender.rest.RecommendEndpoint.recommend(java.util.List, java.lang.Long);<no-session-id>;154670499702505512;1704998684559602438;1704998684560333477;39606aec9fd7;26;2
$1;1704998684636004501;protected java.util.List tools.descartes.teastore.recommender.algorithm.impl.cf.SlopeOneRecommender.execute(java.lang.Long, java.util.List);<no-session-id>;154670499702505513;1704998684630488382;1704998684635971779;39606aec9fd7;21;4
$1;1704998684636078852;public java.util.List tools.descartes.teastore.recommender.algorithm.RecommenderSelector.recommendProducts(java.lang.Long, java.util.List);<no-session-id>;154670499702505513;1704998684630475417;1704998684636069575;39606aec9fd7;20;3
$1;1704998684636131272;public jakarta.ws.rs.core.Response tools.descartes.teastore.recommender.rest.RecommendEndpoint.recommend(java.util.List, java.lang.Long);<no-session-id>;154670499702505513;1704998684630461070;1704998684636126222;39606aec9fd7;19;2
$1;1704998684640511807;protected java.util.List tools.descartes.teastore.recommender.algorithm.impl.cf.SlopeOneRecommender.execute(java.lang.Long, java.util.List);<no-session-id>;154670499702505514;1704998684633251524;1704998684640472021;39606aec9fd7;21;4
$1;1704998684640600856;public java.util.List tools.descartes.teastore.recommender.algorithm.RecommenderSelector.recommendProducts(java.lang.Long, java.util.List);<no-session-id>;154670499702505514;1704998684633240964;1704998684640581530;39606aec9fd7;20;3
$1;1704998684640724010;public jakarta.ws.rs.core.Response tools.descartes.teastore.recommender.rest.RecommendEndpoint.recommend(java.util.List, java.lang.Long);<no-session-id>;154670499702505514;1704998684633224673;1704998684640708561;39606aec9fd7;19;2
$1;1704998684825328837;protected java.util.List tools.descartes.teastore.recommender.algorithm.impl.cf.SlopeOneRecommender.execute(java.lang.Long, java.util.List);<no-session-id>;154670499702505522;1704998684818181078;1704998684825283281;39606aec9fd7;27;4
$1;1704998684825420882;public java.util.List tools.descartes.teastore.recommender.algorithm.RecommenderSelector.recommendProducts(java.lang.Long, java.util.List);<no-session-id>;154670499702505522;1704998684818164447;1704998684825409070;39606aec9fd7;26;3
$1;1704998684825488541;public jakarta.ws.rs.core.Response tools.descartes.teastore.recommender.rest.RecommendEndpoint.recommend(java.util.List, java.lang.Long);<no-session-id>;154670499702505522;1704998684818150280;1704998684825480525;39606aec9fd7;25;2
$1;1704998684826283303;protected java.util.List tools.descartes.teastore.recommender.algorithm.impl.cf.SlopeOneRecommender.execute(java.lang.Long, java.util.List);<no-session-id>;154670499702505523;1704998684818181180;1704998684826265128;39606aec9fd7;27;4
$1;1704998684826307178;public java.util.List tools.descartes.teastore.recommender.algorithm.RecommenderSelector.recommendProducts(java.lang.Long, java.util.List);<no-session-id>;154670499702505523;1704998684818165551;1704998684826296989;39606aec9fd7;26;3
$1;1704998684826361972;public jakarta.ws.rs.core.Response tools.descartes.teastore.recommender.rest.RecommendEndpoint.recommend(java.util.List, java.lang.Long);<no-session-id>;154670499702505523;1704998684818150192;1704998684826349288;39606aec9fd7;25;2
$1;1704998684946442559;protected java.util.List tools.descartes.teastore.recommender.algorithm.impl.cf.SlopeOneRecommender.execute(java.lang.Long, java.util.List);<no-session-id>;154670499702505525;1704998684939547133;1704998684946402022;39606aec9fd7;21;4
$1;1704998684946530076;public java.util.List tools.descartes.teastore.recommender.algorithm.RecommenderSelector.recommendProducts(java.lang.Long, java.util.List);<no-session-id>;154670499702505525;1704998684939529649;1704998684946517031;39606aec9fd7;20;3
$1;1704998684946593125;public jakarta.ws.rs.core.Response tools.descartes.teastore.recommender.rest.RecommendEndpoint.recommend(java.util.List, java.lang.Long);<no-session-id>;154670499702505525;1704998684939514420;1704998684946585351;39606aec9fd7;19;2
$1;1704998685124996043;protected java.util.List tools.descartes.teastore.recommender.algorithm.impl.cf.SlopeOneRecommender.execute(java.lang.Long, java.util.List);<no-session-id>;154670499702505531;1704998685116106586;1704998685124960776;39606aec9fd7;27;4
$1;1704998685125090453;public java.util.List tools.descartes.teastore.recommender.algorithm.RecommenderSelector.recommendProducts(java.lang.Long, java.util.List);<no-session-id>;154670499702505531;1704998685116053353;1704998685125072208;39606aec9fd7;26;3
$1;1704998685125163532;public jakarta.ws.rs.core.Response tools.descartes.teastore.recommender.rest.RecommendEndpoint.recommend(java.util.List, java.lang.Long);<no-session-id>;154670499702505531;1704998685116033155;1704998685125154845;39606aec9fd7;25;2
$1;1704998685139178886;protected java.util.List tools.descartes.teastore.recommender.algorithm.impl.cf.SlopeOneRecommender.execute(java.lang.Long, java.util.List);<no-session-id>;154670499702505533;1704998685132549973;1704998685139142166;39606aec9fd7;31;4
$1;1704998685139267334;public java.util.List tools.descartes.teastore.recommender.algorithm.RecommenderSelector.recommendProducts(java.lang.Long, java.util.List);<no-session-id>;154670499702505533;1704998685132537779;1704998685139251303;39606aec9fd7;30;3
$1;1704998685139361883;public jakarta.ws.rs.core.Response tools.descartes.teastore.recommender.rest.RecommendEndpoint.recommend(java.util.List, java.lang.Long);<no-session-id>;154670499702505533;1704998685132526458;1704998685139350772;39606aec9fd7;29;2
$1;1704998685139582729;protected java.util.List tools.descartes.teastore.recommender.algorithm.impl.cf.SlopeOneRecommender.execute(java.lang.Long, java.util.List);<no-session-id>;154670499702505532;1704998685132395856;1704998685139567430;39606aec9fd7;31;4
$1;1704998685139598189;public java.util.List tools.descartes.teastore.recommender.algorithm.RecommenderSelector.recommendProducts(java.lang.Long, java.util.List);<no-session-id>;154670499702505532;1704998685132378102;1704998685139591646;39606aec9fd7;30;3
$1;1704998685139634237;public jakarta.ws.rs.core.Response tools.descartes.teastore.recommender.rest.RecommendEndpoint.recommend(java.util.List, java.lang.Long);<no-session-id>;154670499702505532;1704998685132360309;1704998685139629177;39606aec9fd7;29;2
$1;1704998685525633835;protected java.util.List tools.descartes.teastore.recommender.algorithm.impl.cf.SlopeOneRecommender.execute(java.lang.Long, java.util.List);<no-session-id>;154670499702505549;1704998685518180537;1704998685525589090;39606aec9fd7;21;4
$1;1704998685525684758;protected java.util.List tools.descartes.teastore.recommender.algorithm.impl.cf.SlopeOneRecommender.execute(java.lang.Long, java.util.List);<no-session-id>;154670499702505548;1704998685517377441;1704998685525638842;39606aec9fd7;21;4
$1;1704998685525694821;public java.util.List tools.descartes.teastore.recommender.algorithm.RecommenderSelector.recommendProducts(java.lang.Long, java.util.List);<no-session-id>;154670499702505549;1704998685518166470;1704998685525685593;39606aec9fd7;20;3
$1;1704998685525707190;public java.util.List tools.descartes.teastore.recommender.algorithm.RecommenderSelector.recommendProducts(java.lang.Long, java.util.List);<no-session-id>;154670499702505548;1704998685517362102;1704998685525697382;39606aec9fd7;20;3
$1;1704998685525767619;public jakarta.ws.rs.core.Response tools.descartes.teastore.recommender.rest.RecommendEndpoint.recommend(java.util.List, java.lang.Long);<no-session-id>;154670499702505549;1704998685518150801;1704998685525760014;39606aec9fd7;19;2
$1;1704998685525767745;public jakarta.ws.rs.core.Response tools.descartes.teastore.recommender.rest.RecommendEndpoint.recommend(java.util.List, java.lang.Long);<no-session-id>;154670499702505548;1704998685517346432;1704998685525760101;39606aec9fd7;19;2
$1;1704998685539308244;protected java.util.List tools.descartes.teastore.recommender.algorithm.impl.cf.SlopeOneRecommender.execute(java.lang.Long, java.util.List);<no-session-id>;154670499702505550;1704998685532584952;1704998685539260032;39606aec9fd7;31;4
$1;1704998685539451266;public java.util.List tools.descartes.teastore.recommender.algorithm.RecommenderSelector.recommendProducts(java.lang.Long, java.util.List);<no-session-id>;154670499702505550;1704998685532563611;1704998685539423212;39606aec9fd7;30;3
$1;1704998685539540615;public jakarta.ws.rs.core.Response tools.descartes.teastore.recommender.rest.RecommendEndpoint.recommend(java.util.List, java.lang.Long);<no-session-id>;154670499702505550;1704998685532537321;1704998685539528673;39606aec9fd7;29;2
$1;1704998685718512548;protected java.util.List tools.descartes.teastore.recommender.algorithm.impl.cf.SlopeOneRecommender.execute(java.lang.Long, java.util.List);<no-session-id>;154670499702505555;1704998685713815385;1704998685718457163;39606aec9fd7;27;4
$1;1704998685718588933;public java.util.List tools.descartes.teastore.recommender.algorithm.RecommenderSelector.recommendProducts(java.lang.Long, java.util.List);<no-session-id>;154670499702505555;1704998685713781110;1704998685718571981;39606aec9fd7;26;3
$1;1704998685718678794;public jakarta.ws.rs.core.Response tools.descartes.teastore.recommender.rest.RecommendEndpoint.recommend(java.util.List, java.lang.Long);<no-session-id>;154670499702505555;1704998685713655761;1704998685718669085;39606aec9fd7;25;2
$1;1704998685814617286;protected java.util.List tools.descartes.teastore.recommender.algorithm.impl.cf.SlopeOneRecommender.execute(java.lang.Long, java.util.List);<no-session-id>;154670499702505556;1704998685807267650;1704998685814509381;39606aec9fd7;27;4
$1;1704998685815182189;public java.util.List tools.descartes.teastore.recommender.algorithm.RecommenderSelector.recommendProducts(java.lang.Long, java.util.List);<no-session-id>;154670499702505556;1704998685807244506;1704998685815118388;39606aec9fd7;26;3
$1;1704998685815301846;public jakarta.ws.rs.core.Response tools.descartes.teastore.recommender.rest.RecommendEndpoint.recommend(java.util.List, java.lang.Long);<no-session-id>;154670499702505556;1704998685807223105;1704998685815285836;39606aec9fd7;25;2
$1;1704998686035116924;protected java.util.List tools.descartes.teastore.recommender.algorithm.impl.cf.SlopeOneRecommender.execute(java.lang.Long, java.util.List);<no-session-id>;154670499702505564;1704998686034592858;1704998686035081547;39606aec9fd7;21;4
$1;1704998686035238795;public java.util.List tools.descartes.teastore.recommender.algorithm.RecommenderSelector.recommendProducts(java.lang.Long, java.util.List);<no-session-id>;154670499702505564;1704998686034573161;1704998686035201645;39606aec9fd7;20;3
$1;1704998686035312756;public jakarta.ws.rs.core.Response tools.descartes.teastore.recommender.rest.RecommendEndpoint.recommend(java.util.List, java.lang.Long);<no-session-id>;154670499702505564;1704998686034553363;1704998686035304270;39606aec9fd7;19;2
$1;1704998686072517143;protected java.util.List tools.descartes.teastore.recommender.algorithm.impl.cf.SlopeOneRecommender.execute(java.lang.Long, java.util.List);<no-session-id>;154670499702505565;1704998686072058602;1704998686072481997;39606aec9fd7;31;4
$1;1704998686072576606;public java.util.List tools.descartes.teastore.recommender.algorithm.RecommenderSelector.recommendProducts(java.lang.Long, java.util.List);<no-session-id>;154670499702505565;1704998686072039215;1704998686072570304;39606aec9fd7;30;3
$1;1704998686072651829;public jakarta.ws.rs.core.Response tools.descartes.teastore.recommender.rest.RecommendEndpoint.recommend(java.util.List, java.lang.Long);<no-session-id>;154670499702505565;1704998686072018185;1704998686072645437;39606aec9fd7;29;2
$1;1704998686224991951;protected java.util.List tools.descartes.teastore.recommender.algorithm.impl.cf.SlopeOneRecommender.execute(java.lang.Long, java.util.List);<no-session-id>;154670499702505568;1704998686224473396;1704998686224953488;39606aec9fd7;27;4
$1;1704998686225130654;public java.util.List tools.descartes.teastore.recommender.algorithm.RecommenderSelector.recommendProducts(java.lang.Long, java.util.List);<no-session-id>;154670499702505568;1704998686224451594;1704998686225110967;39606aec9fd7;26;3
$1;1704998686225218241;public jakarta.ws.rs.core.Response tools.descartes.teastore.recommender.rest.RecommendEndpoint.recommend(java.util.List, java.lang.Long);<no-session-id>;154670499702505568;1704998686224431997;1704998686225207921;39606aec9fd7;25;2
$1;1704998686299479811;protected java.util.List tools.descartes.teastore.recommender.algorithm.impl.cf.SlopeOneRecommender.execute(java.lang.Long, java.util.List);<no-session-id>;154670499702505572;1704998686299009307;1704998686299450145;39606aec9fd7;31;4
$1;1704998686299588127;public java.util.List tools.descartes.teastore.recommender.algorithm.RecommenderSelector.recommendProducts(java.lang.Long, java.util.List);<no-session-id>;154670499702505572;1704998686298990301;1704998686299571616;39606aec9fd7;30;3
$1;1704998686299659513;public jakarta.ws.rs.core.Response tools.descartes.teastore.recommender.rest.RecommendEndpoint.recommend(java.util.List, java.lang.Long);<no-session-id>;154670499702505572;1704998686298967648;1704998686299650856;39606aec9fd7;29;2
$1;1704998686489970203;protected java.util.List tools.descartes.teastore.recommender.algorithm.impl.cf.SlopeOneRecommender.execute(java.lang.Long, java.util.List);<no-session-id>;154670499702505580;1704998686489555525;1704998686489938943;39606aec9fd7;21;4
$1;1704998686490056857;public java.util.List tools.descartes.teastore.recommender.algorithm.RecommenderSelector.recommendProducts(java.lang.Long, java.util.List);<no-session-id>;154670499702505580;1704998686489533433;1704998686490043372;39606aec9fd7;20;3
$1;1704998686490143101;public jakarta.ws.rs.core.Response tools.descartes.teastore.recommender.rest.RecommendEndpoint.recommend(java.util.List, java.lang.Long);<no-session-id>;154670499702505580;1704998686489513725;1704998686490124015;39606aec9fd7;19;2
$1;1704998686520889289;protected java.util.List tools.descartes.teastore.recommender.algorithm.impl.cf.SlopeOneRecommender.execute(java.lang.Long, java.util.List);<no-session-id>;154670499702505581;1704998686520455114;1704998686520860093;39606aec9fd7;31;4
$1;1704998686521003586;public java.util.List tools.descartes.teastore.recommender.algorithm.RecommenderSelector.recommendProducts(java.lang.Long, java.util.List);<no-session-id>;154670499702505581;1704998686520436919;1704998686520985361;39606aec9fd7;30;3
$1;1704998686521070744;public jakarta.ws.rs.core.Response tools.descartes.teastore.recommender.rest.RecommendEndpoint.recommend(java.util.List, java.lang.Long);<no-session-id>;154670499702505581;1704998686520418094;1704998686521064632;39606aec9fd7;29;2
$1;1704998686678926688;protected java.util.List tools.descartes.teastore.recommender.algorithm.impl.cf.SlopeOneRecommender.execute(java.lang.Long, java.util.List);<no-session-id>;154670499702505589;1704998686678450012;1704998686678898564;39606aec9fd7;27;4
$1;1704998686678980069;public java.util.List tools.descartes.teastore.recommender.algorithm.RecommenderSelector.recommendProducts(java.lang.Long, java.util.List);<no-session-id>;154670499702505589;1704998686678419645;1704998686678969249;39606aec9fd7;26;3
$1;1704998686679040434;public jakarta.ws.rs.core.Response tools.descartes.teastore.recommender.rest.RecommendEndpoint.recommend(java.util.List, java.lang.Long);<no-session-id>;154670499702505589;1704998686678398254;1704998686679030455;39606aec9fd7;25;2
$1;1704998686681080305;protected java.util.List tools.descartes.teastore.recommender.algorithm.impl.cf.SlopeOneRecommender.execute(java.lang.Long, java.util.List);<no-session-id>;154670499702505590;1704998686680543475;1704998686681059867;39606aec9fd7;21;4
$1;1704998686681143205;public java.util.List tools.descartes.teastore.recommender.algorithm.RecommenderSelector.recommendProducts(java.lang.Long, java.util.List);<no-session-id>;154670499702505590;1704998686680528727;1704998686681132134;39606aec9fd7;20;3
$1;1704998686681195394;public jakarta.ws.rs.core.Response tools.descartes.teastore.recommender.rest.RecommendEndpoint.recommend(java.util.List, java.lang.Long);<no-session-id>;154670499702505590;1704998686680495264;1704998686681186868;39606aec9fd7;19;2
$1;1704998686902676451;protected java.util.List tools.descartes.teastore.recommender.algorithm.impl.cf.SlopeOneRecommender.execute(java.lang.Long, java.util.List);<no-session-id>;154670499702505597;1704998686902002641;1704998686902634361;39606aec9fd7;27;4
$1;1704998686902796699;public java.util.List tools.descartes.teastore.recommender.algorithm.RecommenderSelector.recommendProducts(java.lang.Long, java.util.List);<no-session-id>;154670499702505597;1704998686901981310;1704998686902775098;39606aec9fd7;26;3
$1;1704998686902884085;public jakarta.ws.rs.core.Response tools.descartes.teastore.recommender.rest.RecommendEndpoint.recommend(java.util.List, java.lang.Long);<no-session-id>;154670499702505597;1704998686901963707;1704998686902875008;39606aec9fd7;25;2
$1;1704998686922171074;protected java.util.List tools.descartes.teastore.recommender.algorithm.impl.cf.SlopeOneRecommender.execute(java.lang.Long, java.util.List);<no-session-id>;154670499702505599;1704998686921623554;1704998686922126019;39606aec9fd7;21;4
$1;1704998686922289529;public java.util.List tools.descartes.teastore.recommender.algorithm.RecommenderSelector.recommendProducts(java.lang.Long, java.util.List);<no-session-id>;154670499702505599;1704998686921601823;1704998686922269171;39606aec9fd7;20;3
$1;1704998686922381905;public jakarta.ws.rs.core.Response tools.descartes.teastore.recommender.rest.RecommendEndpoint.recommend(java.util.List, java.lang.Long);<no-session-id>;154670499702505599;1704998686921578799;1704998686922372186;39606aec9fd7;19;2
$1;1704998686962002304;protected java.util.List tools.descartes.teastore.recommender.algorithm.impl.cf.SlopeOneRecommender.execute(java.lang.Long, java.util.List);<no-session-id>;154670499702505600;1704998686961427071;1704998686961968009;39606aec9fd7;31;4
$1;1704998686962105550;public java.util.List tools.descartes.teastore.recommender.algorithm.RecommenderSelector.recommendProducts(java.lang.Long, java.util.List);<no-session-id>;154670499702505600;1704998686961404027;1704998686962090762;39606aec9fd7;30;3
$1;1704998686962177837;public jakarta.ws.rs.core.Response tools.descartes.teastore.recommender.rest.RecommendEndpoint.recommend(java.util.List, java.lang.Long);<no-session-id>;154670499702505600;1704998686961385853;1704998686962172938;39606aec9fd7;29;2
$1;1704998687139776656;protected java.util.List tools.descartes.teastore.recommender.algorithm.impl.cf.SlopeOneRecommender.execute(java.lang.Long, java.util.List);<no-session-id>;154670499702505605;1704998687139176986;1704998687139716521;39606aec9fd7;27;4
$1;1704998687139975454;public java.util.List tools.descartes.teastore.recommender.algorithm.RecommenderSelector.recommendProducts(java.lang.Long, java.util.List);<no-session-id>;154670499702505605;1704998687139155836;1704998687139944285;39606aec9fd7;26;3
$1;1704998687140055767;public jakarta.ws.rs.core.Response tools.descartes.teastore.recommender.rest.RecommendEndpoint.recommend(java.util.List, java.lang.Long);<no-session-id>;154670499702505605;1704998687139095021;1704998687140047541;39606aec9fd7;25;2
$1;1704998687210674022;protected java.util.List tools.descartes.teastore.recommender.algorithm.impl.cf.SlopeOneRecommender.execute(java.lang.Long, java.util.List);<no-session-id>;154670499702505609;1704998687210141651;1704998687210632043;39606aec9fd7;31;4
$1;1704998687210745588;public java.util.List tools.descartes.teastore.recommender.algorithm.RecommenderSelector.recommendProducts(java.lang.Long, java.util.List);<no-session-id>;154670499702505609;1704998687210118467;1704998687210735319;39606aec9fd7;30;3
$1;1704998687210815080;public jakarta.ws.rs.core.Response tools.descartes.teastore.recommender.rest.RecommendEndpoint.recommend(java.util.List, java.lang.Long);<no-session-id>;154670499702505609;1704998687210099481;1704998687210809961;39606aec9fd7;29;2
$1;1704998687363574627;protected java.util.List tools.descartes.teastore.recommender.algorithm.impl.cf.SlopeOneRecommender.execute(java.lang.Long, java.util.List);<no-session-id>;154670499702505614;1704998687362945161;1704998687363445341;39606aec9fd7;21;4
$1;1704998687363740232;public java.util.List tools.descartes.teastore.recommender.algorithm.RecommenderSelector.recommendProducts(java.lang.Long, java.util.List);<no-session-id>;154670499702505614;1704998687362926345;1704998687363635092;39606aec9fd7;20;3
$1;1704998687363828639;public jakarta.ws.rs.core.Response tools.descartes.teastore.recommender.rest.RecommendEndpoint.recommend(java.util.List, java.lang.Long);<no-session-id>;154670499702505614;1704998687362912469;1704998687363813330;39606aec9fd7;19;2
$1;1704998687402055727;protected java.util.List tools.descartes.teastore.recommender.algorithm.impl.cf.SlopeOneRecommender.execute(java.lang.Long, java.util.List);<no-session-id>;154670499702505617;1704998687401559735;1704998687401984782;39606aec9fd7;31;4
$1;1704998687402126902;public java.util.List tools.descartes.teastore.recommender.algorithm.RecommenderSelector.recommendProducts(java.lang.Long, java.util.List);<no-session-id>;154670499702505617;1704998687401537703;1704998687402111082;39606aec9fd7;30;3
$1;1704998687402200212;public jakarta.ws.rs.core.Response tools.descartes.teastore.recommender.rest.RecommendEndpoint.recommend(java.util.List, java.lang.Long);<no-session-id>;154670499702505617;1704998687401514088;1704998687402192477;39606aec9fd7;29;2
$1;1704998687508878017;protected java.util.List tools.descartes.teastore.recommender.algorithm.impl.cf.SlopeOneRecommender.execute(java.lang.Long, java.util.List);<no-session-id>;154670499702505624;1704998687508420117;1704998687508851026;39606aec9fd7;27;4
$1;1704998687509013344;public java.util.List tools.descartes.teastore.recommender.algorithm.RecommenderSelector.recommendProducts(java.lang.Long, java.util.List);<no-session-id>;154670499702505624;1704998687508403185;1704998687508964852;39606aec9fd7;26;3
$1;1704998687509086884;public jakarta.ws.rs.core.Response tools.descartes.teastore.recommender.rest.RecommendEndpoint.recommend(java.util.List, java.lang.Long);<no-session-id>;154670499702505624;1704998687508386122;1704998687509076915;39606aec9fd7;25;2
$1;1704998687531341553;protected java.util.List tools.descartes.teastore.recommender.algorithm.impl.cf.SlopeOneRecommender.execute(java.lang.Long, java.util.List);<no-session-id>;154670499702505626;1704998687530904804;1704998687531306958;39606aec9fd7;21;4
$1;1704998687531425884;public java.util.List tools.descartes.teastore.recommender.algorithm.RecommenderSelector.recommendProducts(java.lang.Long, java.util.List);<no-session-id>;154670499702505626;1704998687530884425;1704998687531412438;39606aec9fd7;20;3
$1;1704998687531489013;public jakarta.ws.rs.core.Response tools.descartes.teastore.recommender.rest.RecommendEndpoint.recommend(java.util.List, java.lang.Long);<no-session-id>;154670499702505626;1704998687530868525;1704998687531482471;39606aec9fd7;19;2
$1;1704998687659711874;protected java.util.List tools.descartes.teastore.recommender.algorithm.impl.cf.SlopeOneRecommender.execute(java.lang.Long, java.util.List);<no-session-id>;154670499702505633;1704998687659385824;1704998687659690493;39606aec9fd7;27;4
$1;1704998687659785143;public java.util.List tools.descartes.teastore.recommender.algorithm.RecommenderSelector.recommendProducts(java.lang.Long, java.util.List);<no-session-id>;154670499702505633;1704998687659370675;1704998687659770154;39606aec9fd7;26;3
$1;1704998687659841680;public jakarta.ws.rs.core.Response tools.descartes.teastore.recommender.rest.RecommendEndpoint.recommend(java.util.List, java.lang.Long);<no-session-id>;154670499702505633;1704998687659358121;1704998687659836811;39606aec9fd7;25;2
